index,fixed acidity,volatile acidity,citric acid,total sulfur dioxide,pH,sulphates,alcohol,quality
5177,8.9,0.4,0.32,47.0,3.38,0.77,10.5,7
5178,11.4,0.26,0.44,19.0,3.12,0.82,9.3,6
5179,7.7,0.27,0.68,10.0,3.25,1.08,9.9,7
5180,7.6,0.52,0.12,53.0,3.36,0.57,9.1,5
5181,8.9,0.4,0.32,47.0,3.38,0.77,10.5,7
5182,9.9,0.59,0.07,71.0,3.31,0.71,9.8,5
5183,9.9,0.59,0.07,71.0,3.31,0.71,9.8,5
5184,12.0,0.45,0.55,49.0,3.1,0.76,10.3,6
5185,7.5,0.4,0.12,53.0,3.37,0.7,10.3,6
5186,8.7,0.52,0.09,49.0,3.34,0.86,10.6,7
5187,11.6,0.42,0.53,98.0,3.2,0.95,9.2,5
5188,8.7,0.52,0.09,49.0,3.34,0.86,10.6,7
5189,11.0,0.2,0.48,18.0,3.3,0.71,10.5,5
5190,10.4,0.55,0.23,48.0,3.22,0.64,10.3,6
5191,6.9,0.36,0.25,16.0,3.41,0.6,10.1,6
5192,13.3,0.34,0.52,53.0,3.05,0.81,9.5,6
5193,10.8,0.5,0.46,27.0,3.05,0.64,9.5,5
5194,10.6,0.83,0.37,70.0,3.16,0.52,9.9,5
5195,7.1,0.63,0.06,29.0,3.67,0.73,9.6,5
5196,7.2,0.65,0.02,31.0,3.67,0.8,9.7,5
5197,6.9,0.67,0.06,33.0,3.68,0.71,9.6,5
5198,7.5,0.53,0.06,44.0,3.38,0.59,10.7,6
5199,11.1,0.18,0.48,15.0,3.22,0.64,10.1,6
5200,8.3,0.705,0.12,28.0,3.51,0.72,10.0,5
5201,7.4,0.67,0.12,21.0,3.39,0.54,9.5,5
5202,8.4,0.65,0.6,90.0,3.2,0.52,9.2,5
5203,10.3,0.53,0.48,25.0,3.12,0.59,9.3,6
5204,7.6,0.62,0.32,54.0,3.36,0.52,9.4,5
5205,10.3,0.41,0.42,14.0,3.19,0.62,9.5,6
5206,10.3,0.43,0.44,12.0,3.19,0.63,9.5,6
5207,7.4,0.29,0.38,30.0,3.41,0.53,9.5,6
5208,10.3,0.53,0.48,25.0,3.12,0.59,9.3,6
5209,7.9,0.53,0.24,105.0,3.27,0.54,9.4,6
5210,9.0,0.46,0.31,98.0,3.32,0.63,9.5,6
5211,8.6,0.47,0.3,135.0,3.3,0.53,9.4,5
5212,7.4,0.36,0.29,72.0,3.39,0.68,11.0,5
5213,7.1,0.35,0.29,53.0,3.42,0.65,11.0,6
5214,9.6,0.56,0.23,92.0,3.3,0.65,10.1,5
5215,9.6,0.77,0.12,74.0,3.3,0.64,10.4,6
5216,9.8,0.66,0.39,59.0,3.37,0.71,11.5,7
5217,9.6,0.77,0.12,74.0,3.3,0.64,10.4,6
5218,9.8,0.66,0.39,59.0,3.37,0.71,11.5,7
5219,9.3,0.61,0.26,87.0,3.24,0.62,9.7,5
5220,7.8,0.62,0.05,18.0,3.29,0.63,9.3,5
5221,10.3,0.59,0.42,73.0,3.28,0.7,9.5,6
5222,10.0,0.49,0.2,50.0,3.16,0.69,9.2,6
5223,10.0,0.49,0.2,50.0,3.16,0.69,9.2,6
5224,11.6,0.53,0.66,14.0,3.05,0.74,11.5,7
5225,10.3,0.44,0.5,13.0,3.28,0.83,11.5,5
5226,13.4,0.27,0.62,21.0,3.16,0.67,9.7,6
5227,10.7,0.46,0.39,15.0,3.18,0.62,9.5,5
5228,10.2,0.36,0.64,41.0,3.23,0.66,12.5,6
5229,10.2,0.36,0.64,41.0,3.23,0.66,12.5,6
5230,8.0,0.58,0.28,114.0,3.22,0.54,9.4,6
5231,8.4,0.56,0.08,44.0,3.13,0.52,11.0,5
5232,7.9,0.65,0.01,38.0,3.34,0.74,11.7,7
5233,11.9,0.695,0.53,21.0,3.17,0.84,12.2,7
5234,8.9,0.43,0.45,16.0,3.35,0.7,12.5,6
5235,7.8,0.43,0.32,58.0,3.31,0.64,10.3,5
5236,12.4,0.49,0.58,99.0,3.16,1.0,11.5,6
5237,12.5,0.28,0.54,29.0,3.11,1.36,9.8,7
5238,12.2,0.34,0.5,21.0,3.12,1.18,9.2,6
5239,10.6,0.42,0.48,18.0,3.21,0.87,11.3,6
5240,10.9,0.39,0.47,14.0,3.3,0.75,9.8,6
5241,10.9,0.39,0.47,14.0,3.3,0.75,9.8,6
5242,11.9,0.57,0.5,32.0,3.12,0.78,10.7,6
5243,7.0,0.685,0.0,63.0,3.6,0.81,9.9,5
5244,6.6,0.815,0.02,34.0,3.58,0.89,12.3,7
5245,13.8,0.49,0.67,15.0,3.02,0.93,12.0,6
5246,9.6,0.56,0.31,46.0,3.11,0.92,10.0,6
5247,9.1,0.785,0.0,28.0,3.36,0.86,9.4,6
5248,10.7,0.67,0.22,34.0,3.28,0.98,9.9,6
5249,9.1,0.795,0.0,26.0,3.35,0.83,9.4,6
5250,7.7,0.665,0.0,19.0,3.27,0.73,9.3,5
5251,13.5,0.53,0.79,77.0,3.18,0.77,13.0,5
5252,6.1,0.21,0.4,165.0,3.25,0.59,11.9,6
5253,6.7,0.75,0.01,32.0,3.55,0.61,12.8,6
5254,11.5,0.41,0.52,55.0,3.26,0.88,11.0,5
5255,10.5,0.42,0.66,29.0,3.24,0.75,11.7,7
5256,11.9,0.43,0.66,23.0,3.15,0.85,10.4,7
5257,12.6,0.38,0.66,41.0,3.17,0.68,9.8,6
5258,8.2,0.7,0.23,81.0,3.19,0.7,9.4,5
5259,8.6,0.45,0.31,50.0,3.37,0.91,9.9,6
5260,11.9,0.58,0.66,37.0,3.05,0.56,10.0,5
5261,12.5,0.46,0.63,15.0,2.99,0.87,10.2,5
5262,12.8,0.615,0.66,42.0,3.07,0.73,10.0,7
5263,10.0,0.42,0.5,21.0,3.26,0.93,11.8,6
5264,12.8,0.615,0.66,42.0,3.07,0.73,10.0,7
5265,10.4,0.575,0.61,24.0,3.16,0.69,9.0,5
5266,10.3,0.34,0.52,75.0,3.18,0.64,9.4,5
5267,9.4,0.27,0.53,18.0,3.2,1.13,12.0,7
5268,6.9,0.765,0.02,63.0,3.57,0.78,9.9,5
5269,7.9,0.24,0.4,25.0,3.32,0.87,8.7,6
5270,9.1,0.28,0.48,46.0,3.32,1.04,10.6,6
5271,7.4,0.55,0.22,72.0,3.05,0.63,9.2,5
5272,14.0,0.41,0.63,47.0,3.01,0.81,10.8,6
5273,11.5,0.54,0.71,15.0,3.01,0.83,11.8,7
5274,11.5,0.45,0.5,47.0,3.26,1.11,11.0,6
5275,9.4,0.27,0.53,18.0,3.2,1.13,12.0,7
5276,11.4,0.625,0.66,24.0,3.11,0.99,13.3,6
5277,8.3,0.42,0.38,60.0,3.31,0.7,10.8,6
5278,8.3,0.26,0.42,27.0,3.21,0.8,9.4,6
5279,13.7,0.415,0.68,43.0,3.06,0.8,10.0,6
5280,8.3,0.26,0.42,27.0,3.21,0.8,9.4,6
5281,8.3,0.26,0.42,27.0,3.21,0.8,9.4,6
5282,7.7,0.51,0.28,54.0,3.42,0.74,9.2,5
5283,7.4,0.63,0.07,37.0,3.43,0.76,9.7,6
5284,7.8,0.54,0.26,48.0,3.41,0.74,9.2,6
5285,8.3,0.66,0.15,42.0,3.31,0.54,9.6,6
5286,7.8,0.46,0.26,53.0,3.43,0.74,9.2,6
5287,9.6,0.38,0.31,49.0,3.19,0.7,10.0,7
5288,5.6,0.85,0.05,88.0,3.56,0.82,12.9,8
5289,13.7,0.415,0.68,43.0,3.06,0.8,10.0,6
5290,9.5,0.37,0.52,26.0,3.18,0.51,9.5,5
5291,8.4,0.665,0.61,95.0,3.16,0.54,9.1,5
5292,12.7,0.6,0.65,25.0,3.03,0.57,9.9,5
5293,12.0,0.37,0.76,38.0,3.22,0.6,13.0,7
5294,6.6,0.735,0.02,124.0,3.47,0.53,9.9,5
5295,11.5,0.59,0.59,49.0,3.18,0.65,11.0,6
5296,11.5,0.59,0.59,49.0,3.18,0.65,11.0,6
5297,8.7,0.765,0.22,42.0,3.1,0.55,9.4,5
5298,6.6,0.735,0.02,124.0,3.47,0.53,9.9,5
5299,7.7,0.26,0.3,38.0,3.29,0.47,10.8,6
5300,12.2,0.48,0.54,64.0,3.1,0.61,10.5,6
5301,11.4,0.6,0.49,41.0,3.15,0.63,10.5,6
5302,7.7,0.69,0.05,27.0,3.26,0.61,9.1,5
5303,8.7,0.31,0.46,25.0,3.36,0.76,10.1,6
5304,9.8,0.44,0.47,28.0,3.24,0.65,10.8,6
5305,12.0,0.39,0.66,30.0,3.18,0.63,10.8,7
5306,10.4,0.34,0.58,16.0,3.19,0.7,11.3,6
5307,12.5,0.46,0.49,49.0,3.05,0.57,9.6,4
5308,9.0,0.43,0.34,86.0,3.38,0.62,9.5,6
5309,9.1,0.45,0.35,78.0,3.38,0.62,9.5,5
5310,7.1,0.735,0.16,77.0,3.27,0.64,9.3,5
5311,9.9,0.4,0.53,19.0,3.27,0.82,11.7,7
5312,8.8,0.52,0.34,122.0,3.26,0.61,9.5,5
5313,8.6,0.725,0.24,134.0,3.32,1.07,9.3,5
5314,10.6,0.48,0.64,20.0,3.26,0.66,11.7,6
5315,7.0,0.58,0.12,124.0,3.44,0.48,10.5,5
5316,11.9,0.38,0.51,20.0,3.24,0.76,10.4,6
5317,6.8,0.77,0.0,52.0,3.62,0.68,9.9,5
5318,9.5,0.56,0.33,67.0,3.28,0.73,11.8,7
5319,6.6,0.84,0.03,48.0,3.52,0.56,12.3,7
5320,7.7,0.96,0.2,60.0,3.36,0.44,10.9,5
5321,10.5,0.24,0.47,24.0,3.15,0.9,11.0,7
5322,7.7,0.96,0.2,60.0,3.36,0.44,10.9,5
5323,6.6,0.84,0.03,48.0,3.52,0.56,12.3,7
5324,6.4,0.67,0.08,48.0,3.49,0.49,11.4,6
5325,9.5,0.78,0.22,32.0,3.26,0.56,10.6,6
5326,9.1,0.52,0.33,30.0,3.24,0.6,9.3,5
5327,12.8,0.84,0.63,35.0,3.1,0.6,10.4,6
5328,10.5,0.24,0.47,24.0,3.15,0.9,11.0,7
5329,7.8,0.55,0.35,66.0,3.25,0.56,9.2,5
5330,11.9,0.37,0.69,24.0,3.0,0.65,12.8,6
5331,12.3,0.39,0.63,18.0,3.16,0.49,9.5,5
5332,10.4,0.41,0.55,54.0,3.15,0.89,9.9,6
5333,12.3,0.39,0.63,18.0,3.16,0.49,9.5,5
5334,8.0,0.67,0.3,62.0,3.26,0.56,10.2,6
5335,11.1,0.45,0.73,22.0,3.17,0.66,11.2,6
5336,10.4,0.41,0.55,54.0,3.15,0.89,9.9,6
5337,7.0,0.62,0.18,50.0,3.08,0.6,9.3,5
5338,12.6,0.31,0.72,29.0,2.88,0.82,9.8,8
5339,11.9,0.4,0.65,27.0,3.06,0.68,11.3,6
5340,15.6,0.685,0.76,43.0,2.95,0.68,11.2,7
5341,10.0,0.44,0.49,19.0,3.23,0.63,11.6,7
5342,5.3,0.57,0.01,27.0,3.57,0.84,12.5,7
5343,9.5,0.735,0.1,31.0,3.23,0.56,10.1,6
5344,12.5,0.38,0.6,72.0,3.1,0.73,10.5,5
5345,9.3,0.48,0.29,16.0,3.22,0.72,11.2,5
5346,8.6,0.53,0.22,27.0,3.2,0.56,10.2,6
5347,11.9,0.39,0.69,35.0,3.1,0.61,10.8,6
5348,11.9,0.39,0.69,35.0,3.1,0.61,10.8,6
5349,8.4,0.37,0.53,26.0,3.06,1.06,9.1,6
5350,6.8,0.56,0.03,35.0,3.44,0.63,10.0,6
5351,10.4,0.33,0.63,22.0,3.26,0.74,11.2,7
5352,7.0,0.23,0.4,67.0,3.5,0.63,11.1,5
5353,11.3,0.62,0.67,19.0,3.22,0.69,13.4,8
5354,8.9,0.59,0.39,22.0,3.37,0.58,10.3,5
5355,9.2,0.63,0.21,65.0,3.28,0.58,9.6,5
5356,10.4,0.33,0.63,22.0,3.26,0.74,11.2,7
5357,11.6,0.58,0.66,47.0,3.25,0.57,9.0,3
5358,9.2,0.43,0.52,23.0,3.35,0.61,11.3,6
5359,8.3,0.615,0.22,19.0,3.26,0.61,9.3,5
5360,11.0,0.26,0.68,25.0,3.18,0.61,11.8,5
5361,8.1,0.66,0.7,129.0,3.08,0.53,9.0,5
5362,11.5,0.315,0.54,15.0,2.98,0.7,9.2,6
5363,10.0,0.29,0.4,26.0,3.48,0.91,9.7,5
5364,10.3,0.5,0.42,51.0,3.16,0.72,11.5,6
5365,8.8,0.46,0.45,18.0,3.32,0.79,14.0,6
5366,11.4,0.36,0.69,21.0,3.17,0.62,9.2,6
5367,8.7,0.82,0.02,48.0,3.2,0.58,9.8,5
5368,13.0,0.32,0.65,47.0,3.05,0.61,10.6,5
5369,9.6,0.54,0.42,52.0,3.2,0.71,11.4,6
5370,12.5,0.37,0.55,68.0,3.15,0.82,10.4,6
5371,9.9,0.35,0.55,14.0,3.26,0.79,10.6,5
5372,10.5,0.28,0.51,24.0,3.2,0.89,9.4,6
5373,9.6,0.68,0.24,28.0,3.14,0.6,10.2,5
5374,9.3,0.27,0.41,16.0,3.28,0.7,9.7,5
5375,10.4,0.24,0.49,20.0,3.18,1.06,11.0,6
5376,9.6,0.68,0.24,28.0,3.14,0.6,10.2,5
5377,9.4,0.685,0.11,31.0,3.19,0.7,10.1,6
5378,10.6,0.28,0.39,23.0,3.12,0.66,9.2,5
5379,9.4,0.3,0.56,17.0,3.15,0.92,11.7,8
5380,10.6,0.36,0.59,18.0,3.04,1.05,9.4,5
5381,10.6,0.36,0.6,18.0,3.04,1.06,9.4,5
5382,10.6,0.44,0.68,24.0,3.06,0.66,13.4,6
5383,10.2,0.67,0.39,17.0,3.17,0.47,10.0,5
5384,10.2,0.67,0.39,17.0,3.17,0.47,10.0,5
5385,10.2,0.645,0.36,14.0,3.17,0.42,10.0,6
5386,11.6,0.32,0.55,67.0,3.32,0.92,10.8,7
5387,9.3,0.39,0.4,26.0,3.34,0.75,10.2,6
5388,9.3,0.775,0.27,56.0,3.31,0.67,10.6,6
5389,9.2,0.41,0.5,25.0,3.34,0.79,13.3,7
5390,8.9,0.4,0.51,27.0,3.32,0.9,13.4,7
5391,8.7,0.69,0.31,81.0,3.48,0.74,11.6,6
5392,6.5,0.39,0.23,91.0,3.44,0.55,12.1,6
5393,10.7,0.35,0.53,16.0,3.15,0.65,11.0,8
5394,7.8,0.52,0.25,38.0,3.43,0.65,9.0,6
5395,7.2,0.34,0.32,113.0,3.32,0.79,11.1,5
5396,10.7,0.35,0.53,16.0,3.15,0.65,11.0,8
5397,8.7,0.69,0.31,81.0,3.48,0.74,11.6,6
5398,7.8,0.52,0.25,38.0,3.43,0.65,9.0,6
5399,10.4,0.44,0.73,76.0,3.17,0.85,12.0,7
5400,10.4,0.44,0.73,76.0,3.17,0.85,12.0,7
5401,10.5,0.26,0.47,24.0,3.18,1.04,10.9,7
5402,10.5,0.24,0.42,22.0,3.21,1.05,10.8,7
5403,10.2,0.49,0.63,26.0,3.16,0.78,12.5,7
5404,10.4,0.24,0.46,21.0,3.25,1.02,10.8,7
5405,11.2,0.67,0.55,13.0,3.17,0.71,9.5,6
5406,10.0,0.59,0.31,62.0,3.18,0.63,10.2,6
5407,13.3,0.29,0.75,43.0,3.04,0.68,11.4,7
5408,12.4,0.42,0.49,43.0,3.02,0.61,9.5,5
5409,10.0,0.59,0.31,62.0,3.18,0.63,10.2,6
5410,10.7,0.4,0.48,49.0,3.03,0.81,9.7,6
5411,10.5,0.51,0.64,15.0,3.09,0.66,11.8,7
5412,10.5,0.51,0.64,15.0,3.09,0.66,11.8,7
5413,8.5,0.655,0.49,151.0,3.31,1.14,9.3,5
5414,12.5,0.6,0.49,14.0,3.25,0.74,11.9,6
5415,10.4,0.61,0.49,16.0,3.16,0.63,8.4,3
5416,10.9,0.21,0.49,32.0,3.22,0.68,11.7,6
5417,7.3,0.365,0.49,106.0,3.36,0.78,11.0,5
5418,9.8,0.25,0.49,33.0,3.42,0.9,10.0,6
5419,7.6,0.41,0.49,43.0,3.48,0.64,9.1,5
5420,8.2,0.39,0.49,133.0,3.38,0.99,9.8,5
5421,9.3,0.4,0.49,142.0,3.22,0.55,9.4,5
5422,9.2,0.43,0.49,116.0,3.23,0.64,9.5,5
5423,10.4,0.64,0.24,53.0,3.24,0.67,9.9,5
5424,7.3,0.365,0.49,106.0,3.36,0.78,11.0,5
5425,7.0,0.38,0.49,85.0,3.39,0.77,11.4,6
5426,8.2,0.42,0.49,55.0,3.34,0.75,8.7,6
5427,9.9,0.63,0.24,33.0,3.09,0.57,9.4,5
5428,9.1,0.22,0.24,28.0,3.41,0.87,10.3,6
5429,11.9,0.38,0.49,42.0,3.16,0.61,10.3,5
5430,11.9,0.38,0.49,42.0,3.16,0.61,10.3,5
5431,10.3,0.27,0.24,33.0,3.22,0.66,12.8,6
5432,10.0,0.48,0.24,32.0,3.28,0.56,10.0,6
5433,9.1,0.22,0.24,28.0,3.41,0.87,10.3,6
5434,9.9,0.63,0.24,33.0,3.09,0.57,9.4,5
5435,8.1,0.825,0.24,13.0,3.37,0.77,10.7,6
5436,12.9,0.35,0.49,35.0,3.2,0.66,12.0,7
5437,11.2,0.5,0.74,17.0,3.22,0.62,11.2,5
5438,9.2,0.59,0.24,47.0,3.26,0.67,9.6,5
5439,9.5,0.46,0.49,17.0,3.21,0.73,11.0,6
5440,9.3,0.715,0.24,20.0,3.12,0.59,9.9,5
5441,11.2,0.66,0.24,53.0,3.06,0.72,11.0,6
5442,14.3,0.31,0.74,15.0,2.86,0.79,8.4,6
5443,9.1,0.47,0.49,106.0,3.08,0.59,9.1,5
5444,7.5,0.55,0.24,28.0,3.45,0.78,9.5,6
5445,10.6,0.31,0.49,21.0,3.26,0.86,10.7,6
5446,12.4,0.35,0.49,69.0,3.12,0.75,10.4,6
5447,9.0,0.53,0.49,25.0,3.27,0.61,9.4,6
5448,6.8,0.51,0.01,25.0,3.33,0.56,9.5,6
5449,9.4,0.43,0.24,45.0,3.19,0.73,10.0,6
5450,9.5,0.46,0.24,44.0,3.12,0.74,10.0,6
5451,5.0,1.04,0.24,96.0,3.74,0.62,11.5,5
5452,15.5,0.645,0.49,23.0,2.92,0.74,11.1,5
5453,15.5,0.645,0.49,23.0,2.92,0.74,11.1,5
5454,10.9,0.53,0.49,17.0,3.07,0.56,11.7,6
5455,15.6,0.645,0.49,23.0,2.92,0.74,11.1,5
5456,10.9,0.53,0.49,17.0,3.07,0.56,11.7,6
5457,13.0,0.47,0.49,47.0,3.3,0.68,12.7,6
5458,12.7,0.6,0.49,19.0,3.14,0.57,11.4,5
5459,9.0,0.44,0.49,121.0,3.23,0.58,9.2,5
5460,9.0,0.54,0.49,110.0,3.08,0.61,9.2,5
5461,7.6,0.29,0.49,60.0,3.31,0.61,10.1,6
5462,13.0,0.47,0.49,47.0,3.3,0.68,12.7,6
5463,12.7,0.6,0.49,19.0,3.14,0.57,11.4,5
5464,8.7,0.7,0.24,15.0,3.32,0.6,9.0,6
5465,8.7,0.7,0.24,15.0,3.32,0.6,9.0,6
5466,9.8,0.5,0.49,20.0,3.31,0.79,10.7,6
5467,6.2,0.36,0.24,42.0,3.57,0.57,11.7,6
5468,11.5,0.35,0.49,37.0,3.32,0.91,11.0,6
5469,6.2,0.36,0.24,42.0,3.57,0.57,11.7,6
5470,10.2,0.24,0.49,28.0,3.14,0.61,10.4,5
5471,10.5,0.59,0.49,47.0,3.3,0.56,9.6,4
5472,10.6,0.34,0.49,78.0,3.19,0.7,10.0,6
5473,12.3,0.27,0.49,46.0,3.2,0.8,10.2,6
5474,9.9,0.5,0.24,14.0,3.34,0.52,10.0,4
5475,8.8,0.44,0.49,111.0,3.3,0.6,9.5,5
5476,8.8,0.47,0.49,110.0,3.29,0.6,9.8,5
5477,10.6,0.31,0.49,40.0,3.14,0.51,9.8,6
5478,12.3,0.5,0.49,14.0,3.19,0.44,9.6,5
5479,12.3,0.5,0.49,14.0,3.19,0.44,9.6,5
5480,11.7,0.49,0.49,15.0,3.19,0.43,9.2,5
5481,12.0,0.28,0.49,21.0,2.98,0.66,9.9,7
5482,11.8,0.33,0.49,80.0,3.3,0.76,10.7,7
5483,7.6,0.51,0.24,38.0,3.47,0.66,9.6,6
5484,11.1,0.31,0.49,47.0,3.12,1.02,10.6,7
5485,7.3,0.73,0.24,102.0,3.26,0.59,9.3,5
5486,5.0,0.42,0.24,50.0,3.72,0.74,14.0,8
5487,10.2,0.29,0.49,13.0,3.05,0.74,10.5,7
5488,9.0,0.45,0.49,75.0,3.35,0.57,9.7,5
5489,6.6,0.39,0.49,149.0,3.12,0.5,11.5,6
5490,9.0,0.45,0.49,75.0,3.35,0.57,9.7,5
5491,9.9,0.49,0.58,43.0,3.29,0.58,9.0,5
5492,7.9,0.72,0.17,38.0,3.4,0.53,9.5,5
5493,8.9,0.595,0.41,109.0,3.27,0.57,9.3,5
5494,12.4,0.4,0.51,24.0,3.04,0.6,9.3,6
5495,11.9,0.58,0.58,18.0,3.09,0.63,10.0,6
5496,8.5,0.585,0.18,30.0,3.2,0.48,9.8,6
5497,12.7,0.59,0.45,22.0,3.0,0.7,9.3,6
5498,8.2,0.915,0.27,23.0,3.26,0.47,10.0,4
5499,13.2,0.46,0.52,35.0,3.1,0.56,9.0,6
5500,7.7,0.835,0.0,14.0,3.3,0.52,9.3,5
5501,13.2,0.46,0.52,35.0,3.1,0.56,9.0,6
5502,8.3,0.58,0.13,63.0,3.17,0.62,9.1,6
5503,8.3,0.6,0.13,24.0,3.31,0.59,9.2,6
5504,9.4,0.41,0.48,20.0,3.34,0.79,12.2,7
5505,8.8,0.48,0.41,52.0,3.31,0.53,10.5,6
5506,10.1,0.65,0.37,65.0,3.32,0.64,10.4,6
5507,6.3,0.36,0.19,39.0,3.56,0.52,12.7,6
5508,8.8,0.24,0.54,57.0,3.39,0.54,9.2,5
5509,13.2,0.38,0.55,16.0,2.98,0.54,9.4,5
5510,7.5,0.64,0.0,29.0,3.32,0.6,10.0,6
5511,8.2,0.39,0.38,29.0,3.26,0.74,9.8,5
5512,9.2,0.755,0.18,103.0,2.87,1.36,10.2,6
5513,9.6,0.6,0.5,71.0,3.5,0.57,9.7,5
5514,9.6,0.6,0.5,71.0,3.5,0.57,9.7,5
5515,11.5,0.31,0.51,28.0,3.03,0.93,9.8,6
5516,11.4,0.46,0.5,17.0,3.13,0.7,10.2,5
5517,11.3,0.37,0.41,16.0,3.09,0.8,9.3,5
5518,8.3,0.54,0.24,112.0,3.27,0.61,9.4,5
5519,8.2,0.56,0.23,104.0,3.28,0.62,9.4,5
5520,10.0,0.58,0.22,32.0,3.13,0.55,9.5,5
5521,7.9,0.51,0.25,45.0,3.49,0.96,12.1,6
5522,6.8,0.69,0.0,58.0,3.46,0.72,10.2,5
5523,6.8,0.69,0.0,58.0,3.46,0.72,10.2,5
5524,8.8,0.6,0.29,15.0,3.36,0.49,9.1,5
5525,8.8,0.6,0.29,15.0,3.36,0.49,9.1,5
5526,8.7,0.54,0.26,31.0,3.27,0.6,9.3,6
5527,7.6,0.685,0.23,84.0,3.21,0.61,9.3,5
5528,8.7,0.54,0.26,31.0,3.27,0.6,9.3,6
5529,10.4,0.28,0.54,19.0,3.25,0.63,9.5,5
5530,7.6,0.41,0.14,43.0,3.32,0.57,10.5,6
5531,10.1,0.935,0.22,86.0,3.43,0.64,11.3,4
5532,7.9,0.35,0.21,102.0,3.27,0.58,9.5,5
5533,8.7,0.84,0.0,33.0,3.27,0.55,9.7,5
5534,9.6,0.88,0.28,147.0,3.24,0.53,9.4,5
5535,9.5,0.885,0.27,145.0,3.24,0.53,9.4,5
5536,7.7,0.915,0.12,23.0,3.35,0.65,10.2,7
5537,8.9,0.29,0.35,57.0,3.18,1.36,10.3,6
5538,9.9,0.54,0.45,40.0,3.39,0.62,9.4,5
5539,9.5,0.59,0.44,68.0,3.46,0.63,9.5,5
5540,9.9,0.54,0.45,40.0,3.39,0.62,9.4,5
5541,9.5,0.59,0.44,68.0,3.46,0.63,9.5,5
5542,9.9,0.54,0.45,40.0,3.39,0.62,9.4,5
5543,7.8,0.64,0.1,11.0,3.37,0.69,10.1,7
5544,7.3,0.67,0.05,20.0,3.4,0.63,10.1,5
5545,8.3,0.845,0.01,14.0,3.32,0.58,11.0,4
5546,8.7,0.48,0.3,28.0,3.33,0.67,11.2,7
5547,6.7,0.42,0.27,148.0,3.16,0.57,11.3,6
5548,10.7,0.43,0.39,32.0,2.89,0.5,9.6,5
5549,9.8,0.88,0.25,155.0,3.41,0.67,11.2,5
5550,15.9,0.36,0.65,71.0,2.98,0.84,14.9,5
5551,9.4,0.33,0.59,30.0,3.12,0.54,12.0,6
5552,8.6,0.47,0.47,29.0,3.08,0.46,9.5,5
5553,9.7,0.55,0.17,53.0,3.14,0.61,9.4,5
5554,10.7,0.43,0.39,32.0,2.89,0.5,9.6,5
5555,12.0,0.5,0.59,42.0,2.92,0.68,10.5,7
5556,7.2,0.52,0.07,20.0,3.32,0.81,9.6,6
5557,7.1,0.84,0.02,13.0,3.41,0.57,11.0,4
5558,7.2,0.52,0.07,20.0,3.32,0.81,9.6,6
5559,7.5,0.42,0.31,42.0,3.31,0.64,9.0,5
5560,7.2,0.57,0.06,27.0,3.36,0.7,9.6,6
5561,10.1,0.28,0.46,13.0,3.04,0.79,10.2,6
5562,12.1,0.4,0.52,54.0,3.03,0.66,10.2,5
5563,9.4,0.59,0.14,48.0,3.14,0.56,9.7,5
5564,8.3,0.49,0.36,16.0,3.18,0.6,9.5,6
5565,11.3,0.34,0.45,15.0,2.94,0.66,9.2,6
5566,10.0,0.73,0.43,31.0,3.15,0.57,11.0,5
5567,11.3,0.34,0.45,15.0,2.94,0.66,9.2,6
5568,6.9,0.4,0.24,45.0,3.26,0.58,10.0,5
5569,8.2,0.73,0.21,13.0,3.2,0.52,9.5,5
5570,9.8,1.24,0.34,151.0,3.15,0.53,9.5,5
5571,8.2,0.73,0.21,13.0,3.2,0.52,9.5,5
5572,10.8,0.4,0.41,17.0,3.08,0.67,9.3,6
5573,9.3,0.41,0.39,31.0,3.26,0.65,10.2,5
5574,10.8,0.4,0.41,17.0,3.08,0.67,9.3,6
5575,8.6,0.8,0.11,31.0,3.4,0.48,9.9,5
5576,8.3,0.78,0.1,87.0,3.48,0.53,10.0,5
5577,10.8,0.26,0.45,49.0,3.13,0.54,9.6,5
5578,13.3,0.43,0.58,40.0,3.06,0.49,9.0,5
5579,8.0,0.45,0.23,29.0,3.21,0.49,10.2,6
5580,8.5,0.46,0.31,58.0,3.33,0.54,9.8,5
5581,8.1,0.78,0.23,15.0,3.37,0.56,11.3,5
5582,9.8,0.98,0.32,152.0,3.25,0.48,9.4,5
5583,8.1,0.78,0.23,15.0,3.37,0.56,11.3,5
5584,7.1,0.65,0.18,40.0,3.44,0.6,9.1,5
5585,9.1,0.64,0.23,38.0,3.28,0.59,9.7,5
5586,7.7,0.66,0.04,9.0,3.4,0.47,9.4,5
5587,8.1,0.38,0.48,17.0,3.3,1.05,9.4,5
5588,7.4,1.185,0.0,14.0,3.63,0.54,10.7,3
5589,9.2,0.92,0.24,93.0,3.48,0.54,9.8,5
5590,8.6,0.49,0.51,62.0,3.03,1.17,9.0,5
5591,9.0,0.48,0.32,122.0,3.32,0.62,9.4,5
5592,9.0,0.47,0.31,125.0,3.31,0.61,9.4,5
5593,5.1,0.47,0.02,44.0,3.9,0.62,12.8,6
5594,7.0,0.65,0.02,25.0,3.47,0.67,9.5,6
5595,7.0,0.65,0.02,25.0,3.47,0.67,9.5,6
5596,9.4,0.615,0.28,72.0,3.31,0.53,9.7,5
5597,11.8,0.38,0.55,19.0,3.11,0.62,10.8,6
5598,10.6,1.02,0.43,88.0,3.08,0.57,10.1,6
